Accession No.	Order	Family	Subfamily	Genus
MG592672.1	Caudovirales	Myoviridae	unassigned	unassigned
MK838112.1	Caudovirales	Podoviridae	unassigned	unassigned
KC821624.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_025462.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_029065.1	Caudovirales	Myoviridae	unassigned	Otagovirus
NC_027332.1	Caudovirales	Myoviridae	unassigned	unassigned
KU963248.1	Caudovirales	Siphoviridae	unassigned	Yvonnevirus
NC_023601.1	Caudovirales	Myoviridae	unassigned	Otagovirus
BK010471.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_042082.1	Caudovirales	Siphoviridae	unassigned	Delepquintavirus
KC960489.1	Caudovirales	Siphoviridae	unassigned	unassigned
HQ683709.1	Caudovirales	Siphoviridae	unassigned	unassigned
KR296684.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_031073.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
MK340761.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
MH791408.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
MH791416.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
NC_028817.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
LN610572.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
NC_030936.1	Caudovirales	Siphoviridae	unassigned	Smoothievirus
NC_019515.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_024355.1	Caudovirales	Siphoviridae	unassigned	Sextaecvirus
KU998245.1	Caudovirales	Siphoviridae	unassigned	Smoothievirus
JQ067090.1	Caudovirales	Siphoviridae	unassigned	Samunavirus
KU130130.1	Caudovirales	Myoviridae	unassigned	Flaumdravirus
KC862297.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
NC_031110.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
KP869113.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
NC_031074.1	Caudovirales	Siphoviridae	unassigned	Bantamvirus
MK224498.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
JF974303.1	Caudovirales	Podoviridae	Autographivirinae	unassigned
KF929199.1	Caudovirales	Siphoviridae	unassigned	Sextaecvirus
NC_019913.1	Caudovirales	Myoviridae	unassigned	Pakpunavirus
KY775453.1	Caudovirales	Siphoviridae	unassigned	Tequintavirus
NC_028808.2	Caudovirales	Myoviridae	Ounavirinae	Suspvirus
NC_026590.1	Caudovirales	Siphoviridae	unassigned	Gaiavirus
MF327005.1	Caudovirales	Myoviridae	Ounavirinae	Mooglevirus
NC_028247.1	Caudovirales	Myoviridae	Ounavirinae	Mooglevirus
NC_031912.1	Caudovirales	Podoviridae	unassigned	Fipvunavirus
NC_015938.1	Caudovirales	Podoviridae	unassigned	unassigned
KX405003.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
KT184316.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
KF114880.1	Caudovirales	Myoviridae	unassigned	unassigned
KY022433.1	Caudovirales	Siphoviridae	unassigned	unassigned
KT454806.2	Caudovirales	Myoviridae	Ounavirinae	Suspvirus
NC_031904.1	Caudovirales	Podoviridae	unassigned	Fipvunavirus
MK482689.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
KM657822.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
NC_015272.2	Caudovirales	Myoviridae	unassigned	Nankokuvirus
NC_027293.1	Caudovirales	Myoviridae	Ounavirinae	Mooglevirus
KF055347.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
KX377933.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
MG646671.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
JN225449.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
NC_027329.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
KR014248.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
MH791413.1	Caudovirales	Myoviridae	Ounavirinae	Suspvirus
LN610581.1	Caudovirales	Myoviridae	unassigned	Nankokuvirus
LT546030.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_028872.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
NC_027369.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
MG589384.1	Caudovirales	Myoviridae	Ounavirinae	Kolesnikvirus
MG646672.1	Caudovirales	Myoviridae	Ounavirinae	Felixounavirus
NC_041978.1	Caudovirales	Myoviridae	Ounavirinae	Kolesnikvirus
MK719750.1	Caudovirales	Myoviridae	unassigned	unassigned
KY223999.1	Caudovirales	Siphoviridae	Mclasvirinae	Reyvirus
EU100883.1	Caudovirales	Siphoviridae	unassigned	Oshimavirus
JF937105.1	Caudovirales	Siphoviridae	Mclasvirinae	Reyvirus
MK719737.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_030906.1	Caudovirales	Myoviridae	unassigned	Bendigovirus
NC_009804.1	Caudovirales	Siphoviridae	unassigned	Oshimavirus
MG967618.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_024217.1	Caudovirales	unassigned	unassigned	unassigned
KF669663.1	Caudovirales	Siphoviridae	unassigned	Slashvirus
KP202971.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_016567.1	Caudovirales	Siphoviridae	unassigned	unassigned
KT591491.1	Caudovirales	Siphoviridae	Mclasvirinae	Bongovirus
MG592585.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_028777.1	Caudovirales	Siphoviridae	unassigned	Slashvirus
KU998252.1	Caudovirales	Siphoviridae	unassigned	Orchidvirus
KP696447.1	Caudovirales	Siphoviridae	unassigned	Slashvirus
DQ535032.1	Caudovirales	Podoviridae	unassigned	unassigned
HQ634192.1	Caudovirales	Siphoviridae	unassigned	Cbastvirus
JX556418.1	Caudovirales	Siphoviridae	unassigned	Mardecavirus
KY385381.1	Caudovirales	Siphoviridae	unassigned	Wildcatvirus
NC_031109.1	Caudovirales	Siphoviridae	unassigned	Gorjumvirus
GU580942.1	Caudovirales	Siphoviridae	unassigned	Pepyhexavirus
KY381600.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_041921.1	Caudovirales	Siphoviridae	unassigned	Nanhaivirus
NC_023569.1	Caudovirales	Siphoviridae	unassigned	unassigned
KU728633.1	Caudovirales	Siphoviridae	unassigned	unassigned
KF669658.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_028668.1	Caudovirales	Siphoviridae	unassigned	Gamtrevirus
AF222060.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_010324.1	Caudovirales	Podoviridae	unassigned	Kuravirus
MK433263.1	Caudovirales	Siphoviridae	unassigned	Woesvirus
JX867715.1	Caudovirales	Podoviridae	unassigned	Kuravirus
MK967390.1	Caudovirales	Siphoviridae	unassigned	Woesvirus
NC_031940.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_022059.1	Caudovirales	Siphoviridae	unassigned	Kostyavirus
KF306380.1	Caudovirales	Siphoviridae	unassigned	Kostyavirus
NC_027395.1	Caudovirales	Podoviridae	unassigned	Kuravirus
JX415536.1	Caudovirales	Podoviridae	unassigned	Kuravirus
NC_028865.1	Caudovirales	Siphoviridae	unassigned	Tinduovirus
JF974296.1	Caudovirales	Podoviridae	unassigned	unassigned
GU580941.1	Caudovirales	Siphoviridae	unassigned	Pepyhexavirus
MN096380.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
HQ634196.1	Caudovirales	Podoviridae	unassigned	unassigned
JN882286.1	Caudovirales	Podoviridae	unassigned	unassigned
KY549659.1	Caudovirales	Podoviridae	unassigned	unassigned
KU885988.1	Caudovirales	Podoviridae	unassigned	Baltimorevirus
MG602476.1	Caudovirales	Siphoviridae	unassigned	Mardecavirus
NC_029060.1	Caudovirales	Siphoviridae	unassigned	Gordtnkvirus
KP790010.1	Caudovirales	Siphoviridae	unassigned	Gordtnkvirus
KT591489.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
NC_028966.1	Caudovirales	Siphoviridae	unassigned	Tinduovirus
KF981730.1	Caudovirales	Podoviridae	unassigned	Kuravirus
NC_021320.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_020077.1	unassigned	Bicaudaviridae	unassigned	unassigned
NC_022052.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
NC_021789.1	Caudovirales	Podoviridae	unassigned	unassigned
MF754113.1	Caudovirales	Siphoviridae	unassigned	Mardecavirus
MG592410.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_028843.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
NC_023706.1	Caudovirales	Siphoviridae	unassigned	unassigned
MN096377.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
NC_023579.1	Caudovirales	Podoviridae	unassigned	Johnsonvirus
NC_030914.1	Caudovirales	Siphoviridae	unassigned	Demosthenesvirus
MK494098.1	Caudovirales	Siphoviridae	unassigned	Demosthenesvirus
NC_006268.1	unassigned	Bicaudaviridae	unassigned	unassigned
KP790009.1	Caudovirales	Siphoviridae	unassigned	Gordtnkvirus
KJ621082.2	Caudovirales	Podoviridae	unassigned	Baltimorevirus
JF704108.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
NC_042313.1	Caudovirales	Siphoviridae	unassigned	Bronvirus
FN422398.1	Caudovirales	Podoviridae	unassigned	Luzseptimavirus
NC_026609.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH015257.1	Caudovirales	Podoviridae	unassigned	Baltimorevirus
MK962641.1	Caudovirales	Podoviridae	unassigned	Jwalphavirus
FR719956.1	Caudovirales	Podoviridae	unassigned	Baltimorevirus
NC_019514.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_021321.1	Caudovirales	Myoviridae	unassigned	unassigned
HQ317387.2	Caudovirales	Podoviridae	unassigned	Baltimorevirus
JN035618.1	Caudovirales	Siphoviridae	unassigned	Getseptimavirus
MH319757.1	Caudovirales	Myoviridae	unassigned	unassigned
KU998242.1	Caudovirales	Siphoviridae	unassigned	Demosthenesvirus
MK962629.1	Caudovirales	Podoviridae	unassigned	Jwalphavirus
MK494109.1	Caudovirales	Siphoviridae	unassigned	Woesvirus
NC_027348.2	Caudovirales	Podoviridae	unassigned	Jwalphavirus
KF787094.1	Caudovirales	Podoviridae	unassigned	Jwalphavirus
NC_029017.1	Caudovirales	Podoviridae	unassigned	Luzseptimavirus
NC_012696.1	Caudovirales	Podoviridae	unassigned	Baltimorevirus
KM974184.1	Caudovirales	Podoviridae	unassigned	Litunavirus
KM411960.1	Caudovirales	Podoviridae	unassigned	Litunavirus
NC_031104.1	Caudovirales	Podoviridae	unassigned	Litunavirus
KC821622.1	Caudovirales	Podoviridae	unassigned	unassigned
HQ259105.1	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
MH590592.1	Caudovirales	Siphoviridae	unassigned	Corndogvirus
KJ135004.2	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
JX880034.1	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
NC_013692.1	Caudovirales	Podoviridae	unassigned	Litunavirus
NC_021796.1	Caudovirales	Podoviridae	unassigned	unassigned
EF153632.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
NC_021772.1	Caudovirales	Podoviridae	unassigned	Ithacavirus
KR054032.1	Caudovirales	Podoviridae	unassigned	Litunavirus
NC_021803.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_015463.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_041907.1	Caudovirales	Podoviridae	unassigned	Litunavirus
MG592554.1	Caudovirales	Podoviridae	unassigned	unassigned
MG592556.1	Caudovirales	Podoviridae	unassigned	unassigned
KP994390.1	Caudovirales	Podoviridae	unassigned	Litunavirus
KR080194.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
KC139520.1	Caudovirales	Podoviridae	unassigned	Ithacavirus
NC_024790.1	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
MH001447.1	Caudovirales	Siphoviridae	unassigned	Papyrusvirus
MG592610.1	Caudovirales	Podoviridae	unassigned	unassigned
NC_023589.1	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
KJ433975.1	Caudovirales	Siphoviridae	Bclasvirinae	unassigned
KC821620.1	Caudovirales	Podoviridae	unassigned	unassigned
MH513970.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
KF192075.1	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
NC_028968.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
NC_026606.1	Caudovirales	Myoviridae	unassigned	Radnorvirus
KJ433976.1	Caudovirales	Siphoviridae	Bclasvirinae	unassigned
KC206276.2	Caudovirales	Podoviridae	unassigned	Gamaleyavirus
MG770228.1	Caudovirales	Podoviridae	unassigned	Enquatrovirus
KF493881.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
KF024729.1	Caudovirales	Siphoviridae	Bclasvirinae	unassigned
NC_029316.1	unassigned	Bicaudaviridae	unassigned	unassigned
NC_004689.1	Caudovirales	Siphoviridae	unassigned	Barnyardvirus
KU356691.1	Caudovirales	Podoviridae	unassigned	unassigned
MG065664.1	Caudovirales	Myoviridae	Ounavirinae	unassigned
MF185718.1	Caudovirales	Myoviridae	unassigned	Radnorvirus
KJ433974.1	Caudovirales	Siphoviridae	Bclasvirinae	unassigned
DQ398044.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
NC_009816.1	Caudovirales	Siphoviridae	unassigned	Chunghsingvirus
NC_023691.1	Caudovirales	Siphoviridae	unassigned	Patiencevirus
JF704094.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
MF185723.1	Caudovirales	Myoviridae	unassigned	Radnorvirus
NC_028742.1	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus
KF279411.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
MG018928.1	Caudovirales	Podoviridae	unassigned	Jwalphavirus
KF024727.1	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus
NC_022064.1	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus
NC_011039.1	Caudovirales	Siphoviridae	unassigned	Barnyardvirus
NC_011044.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
JN699007.1	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus
MH316565.1	Caudovirales	Siphoviridae	Bclasvirinae	Pipefishvirus
JN699011.1	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus
MH479914.1	Caudovirales	Siphoviridae	Bclasvirinae	Pegunavirus
KY065148.1	Caudovirales	Podoviridae	unassigned	unassigned
JQ312117.1	Caudovirales	Myoviridae	unassigned	unassigned
KF986247.1	Caudovirales	Siphoviridae	unassigned	Barnyardvirus
KC292021.1	Caudovirales	Myoviridae	unassigned	unassigned
KM434184.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
MK919478.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG983840.1	Caudovirales	Podoviridae	unassigned	Kuravirus
MH779499.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_020159.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_027381.1	Caudovirales	Podoviridae	unassigned	Ithacavirus
MH779510.1	Caudovirales	Siphoviridae	unassigned	unassigned
KU160673.1	Caudovirales	Siphoviridae	unassigned	Tankvirus
MG198777.1	Caudovirales	Siphoviridae	unassigned	Ceetrepovirus
KR053201.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG812491.1	Caudovirales	Siphoviridae	Bclasvirinae	Rosebushvirus
MG757157.1	Caudovirales	Siphoviridae	unassigned	unassigned
MG018926.1	Caudovirales	Podoviridae	unassigned	Tabernariusvirus
MG198776.1	Caudovirales	Siphoviridae	unassigned	Ceetrepovirus
NC_024209.1	Caudovirales	Siphoviridae	Dclasvirinae	Hawkeyevirus
NC_018831.1	Caudovirales	Siphoviridae	unassigned	Homburgvirus
KX171208.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
NC_025441.1	Caudovirales	Myoviridae	unassigned	unassigned
HQ906662.1	Caudovirales	Myoviridae	unassigned	unassigned
NC_042080.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
NC_028799.1	Caudovirales	Podoviridae	unassigned	unassigned
KX557285.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK318076.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
NC_011756.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
NC_023863.2	Caudovirales	Podoviridae	unassigned	unassigned
KT372694.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
LN610589.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
KR054030.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
DQ163917.1	Caudovirales	Myoviridae	unassigned	Pbunavirus
HQ424691.1	Caudovirales	Podoviridae	Sepvirinae	Oslovirus
JF923797.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK061407.1	Caudovirales	Siphoviridae	unassigned	Marvinvirus
KP682389.1	Caudovirales	Podoviridae	Sepvirinae	Traversvirus
KP682392.1	Caudovirales	Podoviridae	Sepvirinae	Traversvirus
NC_042342.1	Caudovirales	Podoviridae	unassigned	Hollowayvirus
AY625898.1	Caudovirales	Podoviridae	unassigned	Hollowayvirus
JN699014.1	Caudovirales	Siphoviridae	unassigned	Pbi1virus
AP012532.1	Caudovirales	Podoviridae	Sepvirinae	Traversvirus
JN698995.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH669007.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_029103.1	unassigned	Bicaudaviridae	unassigned	unassigned
NC_024123.1	Caudovirales	Podoviridae	unassigned	Kochitakasuvirus
MH576960.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK373794.1	Caudovirales	Siphoviridae	unassigned	Nonagvirus
NC_005262.3	Caudovirales	Podoviridae	unassigned	Lessievirus
MH576966.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_006938.1	Caudovirales	Siphoviridae	unassigned	Yuavirus
NC_041958.1	Caudovirales	Siphoviridae	unassigned	Xiamenvirus
MF185719.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_026597.1	Caudovirales	Siphoviridae	unassigned	unassigned
MF185720.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MH271316.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK803322.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_019917.1	Caudovirales	Podoviridae	unassigned	Lessievirus
KR781488.1	Caudovirales	Podoviridae	Sepvirinae	Oslovirus
NC_028685.1	Caudovirales	Podoviridae	Sepvirinae	Oslovirus
NC_028947.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_012743.2	Caudovirales	Podoviridae	unassigned	Lessievirus
KJ603229.1	Caudovirales	Podoviridae	Sepvirinae	Diegovirus
HM151342.1	Caudovirales	Siphoviridae	unassigned	Xiamenvirus
MK376955.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
JF974309.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_023498.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
CU468217.1	Caudovirales	Siphoviridae	unassigned	unassigned
AP012533.1	Caudovirales	Podoviridae	Sepvirinae	Traversvirus
KY554767.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_029106.1	Caudovirales	Siphoviridae	unassigned	unassigned
KT734862.1	Caudovirales	Siphoviridae	unassigned	Yuavirus
NC_011357.1	Caudovirales	Siphoviridae	unassigned	unassigned
KY000219.1	Caudovirales	Siphoviridae	unassigned	Yuavirus
MK511047.1	Caudovirales	Podoviridae	unassigned	Hollowayvirus
NC_018452.1	Caudovirales	Podoviridae	unassigned	Lessievirus
KY087993.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MH153810.1	Caudovirales	Siphoviridae	unassigned	Sourvirus
NC_042338.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MK494114.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_028832.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_015210.1	Caudovirales	Siphoviridae	unassigned	unassigned
KP027199.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_028831.1	Caudovirales	Siphoviridae	unassigned	Seuratvirus
LN881725.1	Caudovirales	Siphoviridae	unassigned	Seuratvirus
MF324908.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_041986.1	Caudovirales	Siphoviridae	unassigned	Cheoctovirus
JF937104.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MF324912.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
KR080206.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MF185722.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
KT221034.1	Caudovirales	Siphoviridae	unassigned	unassigned
KT968831.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_029120.1	Caudovirales	Podoviridae	Sepvirinae	Diegovirus
NC_042031.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
KP719132.1	Caudovirales	Siphoviridae	unassigned	Nonagvirus
MF377440.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
MG592528.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_026585.1	Caudovirales	Siphoviridae	unassigned	Cheoctovirus
JN585957.1	Caudovirales	Podoviridae	unassigned	unassigned
KM677211.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
NC_031228.1	Caudovirales	Siphoviridae	unassigned	Chivirus
NC_023744.1	Caudovirales	Siphoviridae	unassigned	unassigned
HQ670749.1	Caudovirales	Myoviridae	unassigned	unassigned
KY554762.1	Caudovirales	Siphoviridae	unassigned	unassigned
JQ340774.2	Caudovirales	Siphoviridae	unassigned	Chivirus
MH371113.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
HQ632855.1	Caudovirales	Siphoviridae	unassigned	unassigned
MK016503.1	Caudovirales	Siphoviridae	unassigned	Timquatrovirus
KM101124.1	Caudovirales	Siphoviridae	unassigned	Cheoctovirus
NC_008464.1	Caudovirales	Podoviridae	Sepvirinae	Traversvirus
NC_042045.1	Caudovirales	Siphoviridae	unassigned	Vividuovirus
DQ500118.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_012663.1	Caudovirales	Siphoviridae	unassigned	unassigned
NC_042025.1	Caudovirales	Siphoviridae	unassigned	Nonagvirus
NC_041947.1	Caudovirales	Siphoviridae	unassigned	Laroyevirus
NC_028770.1	Caudovirales	Siphoviridae	unassigned	Abidjanvirus
KY065497.1	Caudovirales	Siphoviridae	unassigned	unassigned
MH155865.1	Caudovirales	Siphoviridae	unassigned	Cheoctovirus
NC_028997.1	Caudovirales	Siphoviridae	unassigned	Nonagvirus
JN020143.1	Caudovirales	Siphoviridae	unassigned	Cheoctovirus
MG592635.1	Caudovirales	Siphoviridae	unassigned	unassigned
KP064094.1	Caudovirales	Siphoviridae	unassigned	Seuratvirus
